TimingLogic - buffer
0.	9999
1.	0
2.	0
3.	0
4.	0
5.	0
6.	0
7.	0
8.	0
9.	0
10.	0
11.	0
12.	0
13.	0
14.	0
15.	110
16.	110
17.	110
18.	110
19.	110
20.	110
21.	110
22.	110
23.	110
24.	110
25.	110
26.	110
27.	110
28.	110
29.	110
30.	110
31.	110
32.	110
33.	110
34.	110
35.	110
36.	110
37.	110
38.	110
39.	110
40.	110
41.	110
42.	110
43.	110
44.	110
45.	110
46.	110
47.	110
48.	0
49.	0
50.	0
51.	0
52.	0
53.	0
54.	0
55.	0
56.	0
57.	0
58.	0
59.	0
60.	0
61.	0
62.	0
63.	0
64.	0
65.	0
66.	0
67.	0
68.	0
69.	0
70.	0
71.	0
72.	0
73.	110
74.	110
75.	110
76.	110
77.	110
78.	110
79.	110
80.	110
81.	110
82.	110
83.	110
84.	110
85.	110
86.	110
87.	110
88.	110
89.	110
90.	110
91.	110
92.	110
93.	110
94.	110
95.	110
96.	110
97.	110
98.	110
99.	110
100.	110
101.	110
102.	110
103.	110
104.	110
105.	110
106.	0
107.	0
108.	0
109.	0
110.	0
111.	0
112.	0
113.	0
114.	0
115.	0
116.	0
117.	0
118.	0
119.	0
120.	0
121.	0
122.	0
123.	0
124.	0
125.	0
126.	0
127.	0
128.	1100
129.	1100
130.	1100
131.	1100
132.	1100
133.	1100
134.	1100
135.	1100
136.	100
137.	100
138.	100
139.	100
140.	100
141.	100
142.	100
143.	100
144.	110
145.	110
146.	110
147.	110
148.	110
149.	110
150.	110
151.	110
152.	110
153.	110
154.	110
155.	110
156.	110
157.	110
158.	110
159.	110
160.	110
161.	110
162.	110
163.	110
164.	110
165.	110
166.	110
167.	110
168.	110
169.	100
170.	100
171.	100
172.	100
173.	100
174.	100
175.	100
176.	100
177.	1100
178.	1100
179.	1100
180.	1100
181.	1100
182.	1100
183.	1100
184.	1100
185.	100
186.	100
187.	100
188.	100
189.	100
190.	100
191.	100
192.	100
193.	100
194.	0
195.	0
196.	0
197.	0
198.	0
199.	0
200.	0
201.	0
202.	0
203.	0
204.	0
205.	0
206.	0
207.	0
208.	0
209.	0
210.	0
211.	0
212.	0
213.	0
214.	0
215.	0
216.	0
217.	0
218.	1100
219.	1100
220.	1100
221.	1100
222.	1100
223.	1100
224.	1100
225.	1100
226.	1100
227.	100
228.	100
229.	100
230.	100
231.	100
232.	100
233.	100
234.	100
235.	100
236.	100
237.	100
238.	100
239.	100
240.	100
241.	100
242.	100
243.	100
244.	100
245.	100
246.	100
247.	100
248.	100
249.	100
250.	100
251.	100
252.	1100
253.	1100
254.	1100
255.	1100
256.	1100
257.	1100
258.	1100
259.	1100
260.	0
261.	0
262.	0
263.	0
264.	0
265.	0
266.	0
267.	0
268.	0
269.	0
270.	0
271.	0
272.	0
273.	0
274.	0
275.	0
276.	1100
277.	1100
278.	1100
279.	1100
280.	1100
281.	1100
282.	1100
283.	1100
284.	1100
285.	1100
286.	1100
287.	1100
288.	1100
289.	1100
290.	1100
291.	1100
292.	1100
293.	100
294.	100
295.	100
296.	100
297.	100
298.	100
299.	100
300.	100
301.	100
302.	100
303.	100
304.	100
305.	100
306.	100
307.	100
308.	100
309.	100
310.	100
311.	100
312.	100
313.	100
314.	100
315.	100
316.	100
317.	100
318.	1100
319.	1100
320.	1100
321.	1100
322.	1100
323.	1100
324.	1100
325.	1100
326.	1100
327.	1100
328.	1100
329.	1100
330.	1100
331.	1100
332.	1100
333.	1100
334.	1100
335.	100
336.	100
337.	100
338.	100
339.	100
340.	100
341.	100
342.	100
343.	110
344.	110
345.	110
346.	110
347.	110
348.	110
349.	110
350.	110
351.	111
352.	111
353.	111
354.	111
355.	111
356.	111
357.	111
358.	111
359.	101
360.	101
361.	101
362.	101
363.	101
364.	101
365.	101
366.	101
367.	101
368.	1
369.	1
370.	1
371.	1
372.	1
373.	1
374.	1
375.	1
376.	111
377.	111
378.	111
379.	111
380.	111
381.	111
382.	111
383.	111
384.	110
385.	110
386.	110
387.	110
388.	110
389.	110
390.	110
391.	110
392.	110
393.	100
394.	100
395.	100
396.	100
397.	100
398.	100
399.	100
400.	100
401.	100
402.	100
403.	100
404.	100
405.	100
406.	100
407.	100
408.	100
409.	1100
410.	1100
411.	1100
412.	1100
413.	1100
414.	1100
415.	1100
416.	1100
417.	1100
418.	1100
419.	1100
420.	1100
421.	1100
422.	1100
423.	1100
424.	1100
425.	1100
426.	100
427.	100
428.	100
429.	100
430.	100
431.	100
432.	100
433.	100
434.	110
435.	110
436.	110
437.	110
438.	110
439.	110
440.	110
441.	110
442.	100
443.	100
444.	100
445.	100
446.	100
447.	100
448.	100
449.	100
450.	100
451.	0
452.	0
453.	0
454.	0
455.	0
456.	0
457.	0
458.	0
459.	0
460.	0
461.	0
462.	0
463.	0
464.	0
465.	0
466.	0
467.	0
468.	0
469.	0
470.	0
471.	0
472.	0
473.	0
474.	0
475.	0
476.	0
477.	0
478.	0
